"SgnDate","Term_EN","Shibor"
"2019-07-05","90 days","2.60600"
"2019-07-05","9 months","3.02400"
"2019-07-05","1 year","3.08400"
"2019-07-05","14 days","2.06600"
"2019-07-05","6 months","2.71200"
"2019-07-05","7 days","2.27100"
"2019-07-05","1 day","1.05500"
"2019-07-05","30 days","2.46300"
"2019-07-08","7 days","2.44900"
"2019-07-08","14 days","2.10800"
"2019-07-08","1 day","1.44500"
"2019-07-08","6 months","2.70700"
"2019-07-08","1 year","3.08600"
"2019-07-08","30 days","2.46700"
"2019-07-08","90 days","2.60300"
"2019-07-08","9 months","3.02200"
"2019-07-09","90 days","2.60100"
"2019-07-09","30 days","2.48400"
"2019-07-09","1 year","3.08700"
"2019-07-09","14 days","2.37400"
"2019-07-09","6 months","2.70200"
"2019-07-09","7 days","2.54000"
"2019-07-09","9 months","3.01900"
"2019-07-09","1 day","1.77300"
"2019-07-10","1 year","3.08900"
"2019-07-10","14 days","2.34800"
"2019-07-10","90 days","2.60000"
"2019-07-10","9 months","3.01700"
"2019-07-10","6 months","2.70000"
"2019-07-10","7 days","2.54300"
"2019-07-10","1 day","1.81400"
"2019-07-10","30 days","2.48600"
"2019-07-11","30 days","2.48300"
"2019-07-11","14 days","2.32000"
"2019-07-11","7 days","2.49700"
"2019-07-11","6 months","2.70000"
"2019-07-11","90 days","2.60000"
"2019-07-11","1 day","1.99800"
"2019-07-11","1 year","3.08800"
"2019-07-11","9 months","3.01500"
"2019-07-12","14 days","2.37800"
"2019-07-12","9 months","3.01500"
"2019-07-12","90 days","2.60000"
"2019-07-12","6 months","2.70000"
"2019-07-12","7 days","2.55900"
"2019-07-12","1 day","2.23500"
"2019-07-12","1 year","3.09100"
"2019-07-12","30 days","2.48700"
"2019-07-15","14 days","2.63800"
"2019-07-15","9 months","3.01800"
"2019-07-15","90 days","2.60000"
"2019-07-15","1 year","3.09300"
"2019-07-15","30 days","2.49800"
"2019-07-15","7 days","2.66900"
"2019-07-15","1 day","2.61750"
"2019-07-15","6 months","2.70000"
"2019-07-16","14 days","2.88000"
"2019-07-16","1 year","3.09600"
"2019-07-16","6 months","2.70200"
"2019-07-16","30 days","2.53200"
"2019-07-16","7 days","2.72400"
"2019-07-16","90 days","2.60900"
"2019-07-16","1 day","2.72500"
"2019-07-16","9 months","3.01800"
"2019-07-17","9 months","3.01800"
"2019-07-17","14 days","2.89400"
"2019-07-17","6 months","2.70400"
"2019-07-17","7 days","2.73400"
"2019-07-17","90 days","2.61300"
"2019-07-17","1 day","2.71100"
"2019-07-17","1 year","3.09900"
"2019-07-17","30 days","2.55700"
"2019-07-18","14 days","2.95100"
"2019-07-18","6 months","2.70400"
"2019-07-18","30 days","2.57700"
"2019-07-18","7 days","2.74800"
"2019-07-18","9 months","3.01800"
"2019-07-18","90 days","2.62300"
"2019-07-18","1 day","2.77200"
"2019-07-18","1 year","3.10100"
"2019-07-19","1 day","2.82700"
"2019-07-19","6 months","2.70500"
"2019-07-19","90 days","2.63100"
"2019-07-19","1 year","3.10100"
"2019-07-19","30 days","2.59100"
"2019-07-19","7 days","2.75300"
"2019-07-19","14 days","2.98900"
"2019-07-19","9 months","3.01800"
"2019-07-22","9 months","3.01800"
"2019-07-22","14 days","2.88500"
"2019-07-22","1 year","3.10000"
"2019-07-22","6 months","2.70400"
"2019-07-22","30 days","2.59200"
"2019-07-22","7 days","2.69200"
"2019-07-22","90 days","2.62800"
"2019-07-22","1 day","2.66980"
"2019-07-23","6 months","2.70300"
"2019-07-23","7 days","2.63400"
"2019-07-23","90 days","2.62800"
"2019-07-23","1 day","2.56200"
"2019-07-23","1 year","3.09700"
"2019-07-23","9 months","3.01700"
"2019-07-23","14 days","2.76500"
"2019-07-23","30 days","2.59100"
"2019-07-24","30 days","2.59000"
"2019-07-24","7 days","2.56100"
"2019-07-24","9 months","3.01600"
"2019-07-24","90 days","2.62500"
"2019-07-24","1 day","2.48100"
"2019-07-24","1 year","3.09600"
"2019-07-24","14 days","2.63100"
"2019-07-24","6 months","2.70300"
"2019-07-25","14 days","2.66300"
"2019-07-25","9 months","3.01500"
"2019-07-25","90 days","2.62500"
"2019-07-25","1 year","3.09600"
"2019-07-25","30 days","2.59400"
"2019-07-25","7 days","2.64200"
"2019-07-25","1 day","2.62800"
"2019-07-25","6 months","2.70400"
"2019-07-26","14 days","2.68800"
"2019-07-26","1 year","3.09600"
"2019-07-26","6 months","2.70400"
"2019-07-26","30 days","2.59700"
"2019-07-26","7 days","2.64700"
"2019-07-26","90 days","2.62900"
"2019-07-26","1 day","2.63600"
"2019-07-26","9 months","3.01600"
"2019-07-29","14 days","2.69000"
"2019-07-29","6 months","2.70600"
"2019-07-29","7 days","2.65700"
"2019-07-29","1 day","2.62900"
"2019-07-29","1 year","3.09800"
"2019-07-29","90 days","2.63100"
"2019-07-29","30 days","2.60000"
"2019-07-29","9 months","3.01600"
"2019-07-30","14 days","2.71000"
"2019-07-30","9 months","3.01700"
"2019-07-30","6 months","2.70800"
"2019-07-30","1 day","2.62100"
"2019-07-30","90 days","2.63600"
"2019-07-30","1 year","3.09800"
"2019-07-30","7 days","2.66300"
"2019-07-30","30 days","2.60200"
"2019-07-31","14 days","2.70400"
"2019-07-31","1 year","3.09800"
"2019-07-31","6 months","2.70800"
"2019-07-31","90 days","2.64400"
"2019-07-31","9 months","3.01700"
"2019-07-31","7 days","2.67300"
"2019-07-31","30 days","2.60600"
"2019-07-31","1 day","2.64200"
"2019-08-01","1 day","2.63400"
"2019-08-01","1 year","3.09600"
"2019-08-01","7 days","2.63800"
"2019-08-01","30 days","2.60000"
"2019-08-01","9 months","3.01600"
"2019-08-01","14 days","2.59000"
"2019-08-01","6 months","2.70800"
"2019-08-01","90 days","2.64600"
"2019-08-02","14 days","2.59900"
"2019-08-02","30 days","2.60000"
"2019-08-02","6 months","2.70700"
"2019-08-02","9 months","3.01800"
"2019-08-02","7 days","2.64700"
"2019-08-02","90 days","2.64900"
"2019-08-02","1 day","2.63400"
"2019-08-02","1 year","3.09600"
"2019-08-05","1 day","2.54400"
"2019-08-05","90 days","2.64600"
"2019-08-05","1 year","3.09400"
"2019-08-05","7 days","2.61900"
"2019-08-05","14 days","2.51700"
"2019-08-05","9 months","3.01500"
"2019-08-05","30 days","2.59400"
"2019-08-05","6 months","2.70600"
"2019-08-06","14 days","2.48600"
"2019-08-06","1 year","3.08700"
"2019-08-06","6 months","2.70300"
"2019-08-06","90 days","2.63500"
"2019-08-06","7 days","2.49400"
"2019-08-06","30 days","2.58400"
"2019-08-06","1 day","2.26100"
"2019-08-06","9 months","3.01000"
"2019-08-07","9 months","3.00500"
"2019-08-07","14 days","2.43300"
"2019-08-07","6 months","2.70100"
"2019-08-07","90 days","2.62300"
"2019-08-07","1 day","2.22000"
"2019-08-07","1 year","3.08300"
"2019-08-07","7 days","2.52000"
"2019-08-07","30 days","2.56400"
"2019-08-08","90 days","2.61800"
"2019-08-08","1 day","2.50000"
"2019-08-08","1 year","3.08050"
"2019-08-08","14 days","2.43800"
"2019-08-08","30 days","2.56200"
"2019-08-08","6 months","2.70100"
"2019-08-08","9 months","3.00400"
"2019-08-08","7 days","2.57800"
"2019-08-09","14 days","2.51200"
"2019-08-09","9 months","3.00200"
"2019-08-09","1 year","3.07850"
"2019-08-09","90 days","2.61800"
"2019-08-09","30 days","2.57100"
"2019-08-09","7 days","2.64400"
"2019-08-09","6 months","2.70600"
"2019-08-09","1 day","2.59600"
"2019-08-12","90 days","2.62500"
"2019-08-12","1 year","3.07550"
"2019-08-12","30 days","2.58800"
"2019-08-12","9 months","3.00100"
"2019-08-12","14 days","2.63700"
"2019-08-12","1 day","2.62900"
"2019-08-12","6 months","2.71000"
"2019-08-12","7 days","2.65600"
"2019-08-13","14 days","2.77200"
"2019-08-13","1 year","3.07850"
"2019-08-13","30 days","2.61300"
"2019-08-13","9 months","3.00100"
"2019-08-13","1 day","2.66700"
"2019-08-13","6 months","2.71300"
"2019-08-13","7 days","2.70300"
"2019-08-13","90 days","2.64400"
"2019-08-14","90 days","2.65600"
"2019-08-14","14 days","2.80300"
"2019-08-14","1 day","2.68900"
"2019-08-14","6 months","2.72000"
"2019-08-14","7 days","2.69500"
"2019-08-14","1 year","3.08300"
"2019-08-14","30 days","2.63600"
"2019-08-14","9 months","3.00100"
"2019-08-15","30 days","2.64900"
"2019-08-15","14 days","2.77200"
"2019-08-15","1 year","3.08250"
"2019-08-15","1 day","2.65900"
"2019-08-15","6 months","2.72600"
"2019-08-15","9 months","2.99700"
"2019-08-15","7 days","2.67800"
"2019-08-15","90 days","2.66100"
"2019-08-16","1 day","2.66500"
"2019-08-16","14 days","2.77600"
"2019-08-16","30 days","2.65300"
"2019-08-16","7 days","2.67300"
"2019-08-16","9 months","2.99600"
"2019-08-16","90 days","2.66600"
"2019-08-16","6 months","2.72800"
"2019-08-16","1 year","3.07750"
"2019-08-19","1 year","3.07400"
"2019-08-19","30 days","2.65600"
"2019-08-19","9 months","2.99800"
"2019-08-19","14 days","2.77300"
"2019-08-19","1 day","2.66600"
"2019-08-19","6 months","2.72900"
"2019-08-19","7 days","2.67200"
"2019-08-19","90 days","2.66900"
"2019-08-20","90 days","2.67100"
"2019-08-20","14 days","2.79100"
"2019-08-20","1 day","2.64200"
"2019-08-20","6 months","2.73000"
"2019-08-20","7 days","2.66400"
"2019-08-20","1 year","3.06800"
"2019-08-20","30 days","2.65600"
"2019-08-20","9 months","2.99900"
"2019-08-21","30 days","2.65500"
"2019-08-21","14 days","2.75400"
"2019-08-21","1 year","3.06400"
"2019-08-21","1 day","2.58320"
"2019-08-21","6 months","2.73400"
"2019-08-21","9 months","2.99600"
"2019-08-21","7 days","2.65300"
"2019-08-21","90 days","2.67400"
"2019-08-22","1 day","2.54400"
"2019-08-22","14 days","2.75400"
"2019-08-22","30 days","2.65600"
"2019-08-22","7 days","2.64200"
"2019-08-22","9 months","2.99600"
"2019-08-22","90 days","2.68200"
"2019-08-22","6 months","2.74100"
"2019-08-22","1 year","3.05900"
"2019-08-23","1 year","3.05600"
"2019-08-23","30 days","2.66300"
"2019-08-23","9 months","2.99600"
"2019-08-23","14 days","2.74500"
"2019-08-23","1 day","2.58600"
"2019-08-23","6 months","2.74800"
"2019-08-23","7 days","2.65100"
"2019-08-23","90 days","2.69000"
"2019-08-26","90 days","2.69400"
"2019-08-26","14 days","2.73900"
"2019-08-26","1 day","2.63900"
"2019-08-26","6 months","2.75100"
"2019-08-26","7 days","2.66900"
"2019-08-26","1 year","3.05500"
"2019-08-26","30 days","2.66000"
"2019-08-26","9 months","2.99500"
"2019-08-27","30 days","2.66200"
"2019-08-27","14 days","2.74100"
"2019-08-27","1 year","3.05500"
"2019-08-27","1 day","2.67700"
"2019-08-27","6 months","2.75300"
"2019-08-27","9 months","2.99300"
"2019-08-27","7 days","2.68700"
"2019-08-27","90 days","2.70000"
"2019-08-28","1 year","3.05500"
"2019-08-28","30 days","2.66100"
"2019-08-28","7 days","2.68200"
"2019-08-28","14 days","2.75400"
"2019-08-28","9 months","2.99100"
"2019-08-28","90 days","2.70200"
"2019-08-28","6 months","2.75300"
"2019-08-28","1 day","2.60900"
"2019-08-29","14 days","2.73500"
"2019-08-29","6 months","2.75130"
"2019-08-29","7 days","2.67020"
"2019-08-29","90 days","2.70020"
"2019-08-29","1 year","3.05450"
"2019-08-29","30 days","2.66110"
"2019-08-29","1 day","2.47800"
"2019-08-29","9 months","2.99210"
"2019-08-30","1 year","3.05100"
"2019-08-30","30 days","2.66100"
"2019-08-30","90 days","2.70100"
"2019-08-30","9 months","2.99000"
"2019-08-30","1 day","2.57200"
"2019-08-30","6 months","2.75250"
"2019-08-30","7 days","2.66500"
"2019-08-30","14 days","2.70100"
"2019-09-02","1 day","2.55000"
"2019-09-02","6 months","2.75400"
"2019-09-02","7 days","2.65300"
"2019-09-02","30 days","2.66100"
"2019-09-02","1 year","3.05000"
"2019-09-02","14 days","2.66200"
"2019-09-02","9 months","2.99100"
"2019-09-02","90 days","2.70000"
"2019-09-03","1 year","3.05200"
"2019-09-03","30 days","2.66400"
"2019-09-03","7 days","2.61000"
"2019-09-03","9 months","2.99100"
"2019-09-03","90 days","2.70100"
"2019-09-03","6 months","2.75700"
"2019-09-03","1 day","2.51300"
"2019-09-03","14 days","2.62100"
"2019-09-04","14 days","2.59500"
"2019-09-04","6 months","2.75800"
"2019-09-04","7 days","2.60400"
"2019-09-04","90 days","2.70200"
"2019-09-04","1 year","3.05100"
"2019-09-04","30 days","2.66200"
"2019-09-04","1 day","2.44500"
"2019-09-04","9 months","2.99100"
"2019-09-05","1 year","3.05200"
"2019-09-05","30 days","2.66500"
"2019-09-05","90 days","2.70400"
"2019-09-05","9 months","2.99100"
"2019-09-05","1 day","2.53600"
"2019-09-05","6 months","2.76100"
"2019-09-05","7 days","2.63600"
"2019-09-05","14 days","2.60300"
"2019-09-06","1 day","2.59700"
"2019-09-06","6 months","2.76800"
"2019-09-06","7 days","2.65200"
"2019-09-06","30 days","2.68100"
"2019-09-06","1 year","3.05200"
"2019-09-06","14 days","2.65200"
"2019-09-06","90 days","2.70800"
"2019-09-06","9 months","2.99100"
"2019-09-09","1 year","3.05100"
"2019-09-09","30 days","2.68800"
"2019-09-09","9 months","2.98900"
"2019-09-09","6 months","2.76800"
"2019-09-09","1 day","2.60700"
"2019-09-09","14 days","2.66100"
"2019-09-09","7 days","2.65200"
"2019-09-09","90 days","2.70700"
"2019-09-10","6 months","2.77200"
"2019-09-10","7 days","2.62800"
"2019-09-10","90 days","2.70700"
"2019-09-10","1 day","2.55300"
"2019-09-10","1 year","3.04600"
"2019-09-10","9 months","2.98000"
"2019-09-10","14 days","2.64000"
"2019-09-10","30 days","2.67700"
"2019-09-11","14 days","2.68300"
"2019-09-11","6 months","2.77800"
"2019-09-11","30 days","2.67900"
"2019-09-11","7 days","2.64500"
"2019-09-11","9 months","2.97900"
"2019-09-11","90 days","2.70700"
"2019-09-11","1 day","2.45100"
"2019-09-11","1 year","3.04300"
"2019-09-12","1 day","2.36900"
"2019-09-12","6 months","2.78700"
"2019-09-12","14 days","2.66300"
"2019-09-12","9 months","2.97600"
"2019-09-12","90 days","2.70900"
"2019-09-12","1 year","3.04200"
"2019-09-12","30 days","2.68200"
"2019-09-12","7 days","2.65000"
"2019-09-16","9 months","2.97200"
"2019-09-16","14 days","2.66300"
"2019-09-16","1 year","3.04300"
"2019-09-16","6 months","2.79200"
"2019-09-16","30 days","2.68200"
"2019-09-16","7 days","2.64200"
"2019-09-16","90 days","2.71000"
"2019-09-16","1 day","2.33600"
"2019-09-17","6 months","2.79500"
"2019-09-17","7 days","2.63800"
"2019-09-17","90 days","2.70800"
"2019-09-17","1 day","2.56500"
"2019-09-17","1 year","3.04300"
"2019-09-17","9 months","2.97000"
"2019-09-17","14 days","2.65900"
"2019-09-17","30 days","2.68500"
"2019-09-18","14 days","2.66800"
"2019-09-18","6 months","2.79800"
"2019-09-18","30 days","2.69200"
"2019-09-18","7 days","2.65400"
"2019-09-18","9 months","2.97000"
"2019-09-18","90 days","2.70600"
"2019-09-18","1 day","2.63300"
"2019-09-18","1 year","3.04400"
"2019-09-19","1 day","2.73700"
"2019-09-19","6 months","2.80000"
"2019-09-19","14 days","2.73800"
"2019-09-19","9 months","2.97000"
"2019-09-19","90 days","2.70900"
"2019-09-19","1 year","3.04500"
"2019-09-19","30 days","2.70400"
"2019-09-19","7 days","2.70900"
"2019-09-20","90 days","2.71700"
"2019-09-20","14 days","2.80800"
"2019-09-20","1 year","3.04600"
"2019-09-20","6 months","2.80800"
"2019-09-20","30 days","2.71900"
"2019-09-20","7 days","2.73100"
"2019-09-20","1 day","2.74600"
"2019-09-20","9 months","2.97100"
"2019-09-23","9 months","2.97000"
"2019-09-23","14 days","2.88400"
"2019-09-23","6 months","2.81300"
"2019-09-23","90 days","2.72500"
"2019-09-23","1 day","2.75900"
"2019-09-23","1 year","3.04800"
"2019-09-23","7 days","2.73200"
"2019-09-23","30 days","2.73700"
"2019-09-24","90 days","2.72900"
"2019-09-24","1 day","2.36900"
"2019-09-24","1 year","3.04800"
"2019-09-24","14 days","2.95200"
"2019-09-24","30 days","2.75100"
"2019-09-24","6 months","2.81300"
"2019-09-24","9 months","2.96900"
"2019-09-24","7 days","2.67600"
"2019-09-25","14 days","2.95300"
"2019-09-25","9 months","2.96600"
"2019-09-25","1 day","2.04600"
"2019-09-25","90 days","2.72900"
"2019-09-25","1 year","3.04700"
"2019-09-25","7 days","2.57200"
"2019-09-25","6 months","2.81500"
"2019-09-25","30 days","2.75000"
"2019-09-27","7 days","2.59000"
"2019-09-27","30 days","2.75000"
"2019-09-27","1 day","1.31300"
"2019-09-27","14 days","2.95000"
"2019-09-27","1 year","3.04800"
"2019-09-27","6 months","2.81600"
"2019-09-27","90 days","2.72600"
"2019-09-27","9 months","2.96400"
"2019-09-29","9 months","2.96300"
"2019-09-29","14 days","2.98700"
"2019-09-29","6 months","2.81500"
"2019-09-29","90 days","2.72700"
"2019-09-29","1 day","1.24900"
"2019-09-29","1 year","3.04700"
"2019-09-29","7 days","2.69200"
"2019-09-29","30 days","2.75100"
"2019-09-30","90 days","2.72800"
"2019-09-30","1 day","2.63500"
"2019-09-30","1 year","3.04800"
"2019-09-30","14 days","3.01800"
"2019-09-30","30 days","2.76200"
"2019-09-30","6 months","2.81900"
"2019-09-30","9 months","2.96400"
"2019-09-30","7 days","2.84300"
"2019-10-08","14 days","2.72400"
"2019-10-08","9 months","2.96000"
"2019-10-08","1 day","2.62700"
"2019-10-08","90 days","2.72400"
"2019-10-08","1 year","3.04800"
"2019-10-08","7 days","2.68800"
"2019-10-08","30 days","2.75400"
"2019-10-08","6 months","2.81700"
"2019-10-09","7 days","2.62700"
"2019-10-09","30 days","2.72800"
"2019-10-09","1 day","2.20200"
"2019-10-09","14 days","2.60100"
"2019-10-09","1 year","3.04700"
"2019-10-09","6 months","2.81300"
"2019-10-09","90 days","2.72000"
"2019-10-09","9 months","2.95700"
"2019-10-10","9 months","2.95500"
"2019-10-10","14 days","2.51200"
"2019-10-10","6 months","2.81400"
"2019-10-10","90 days","2.71800"
"2019-10-10","1 day","2.01600"
"2019-10-10","1 year","3.04900"
"2019-10-10","7 days","2.59500"
"2019-10-10","30 days","2.70850"
"2019-10-11","90 days","2.71800"
"2019-10-11","1 day","1.91100"
"2019-10-11","1 year","3.05000"
"2019-10-11","14 days","2.50200"
"2019-10-11","30 days","2.70300"
"2019-10-11","6 months","2.81300"
"2019-10-11","9 months","2.95300"
"2019-10-11","7 days","2.55600"
"2019-10-12","14 days","2.48600"
"2019-10-12","1 day","2.21500"
"2019-10-12","9 months","2.95200"
"2019-10-12","1 year","3.04700"
"2019-10-12","7 days","2.59100"
"2019-10-12","6 months","2.81600"
"2019-10-12","90 days","2.71900"
"2019-10-12","30 days","2.69900"
"2019-10-14","30 days","2.69900"
"2019-10-14","6 months","2.81600"
"2019-10-14","7 days","2.65100"
"2019-10-14","90 days","2.72200"
"2019-10-14","1 day","2.55500"
"2019-10-14","1 year","3.04900"
"2019-10-14","14 days","2.49500"
"2019-10-14","9 months","2.95100"
"2019-10-15","9 months","2.95100"
"2019-10-15","14 days","2.73500"
"2019-10-15","1 day","2.70300"
"2019-10-15","90 days","2.73100"
"2019-10-15","1 year","3.04900"
"2019-10-15","6 months","2.82100"
"2019-10-15","7 days","2.68400"
"2019-10-15","30 days","2.70300"
"2019-10-16","1 day","2.69400"
"2019-10-16","1 year","3.04800"
"2019-10-16","9 months","2.95000"
"2019-10-16","7 days","2.68600"
"2019-10-16","90 days","2.73200"
"2019-10-16","14 days","2.71400"
"2019-10-16","30 days","2.70400"
"2019-10-16","6 months","2.82200"
"2019-10-17","1 year","3.05000"
"2019-10-17","1 day","2.58500"
"2019-10-17","14 days","2.69700"
"2019-10-17","30 days","2.70900"
"2019-10-17","9 months","2.95000"
"2019-10-17","6 months","2.82500"
"2019-10-17","7 days","2.66300"
"2019-10-17","90 days","2.73600"
"2019-10-18","90 days","2.74600"
"2019-10-18","14 days","2.70900"
"2019-10-18","30 days","2.71300"
"2019-10-18","6 months","2.83400"
"2019-10-18","7 days","2.69100"
"2019-10-18","1 day","2.61800"
"2019-10-18","9 months","2.95000"
"2019-10-18","1 year","3.05100"
"2019-10-21","1 day","2.68200"
"2019-10-21","1 year","3.05400"
"2019-10-21","9 months","2.95100"
"2019-10-21","90 days","2.76300"
"2019-10-21","30 days","2.72300"
"2019-10-21","7 days","2.69100"
"2019-10-21","14 days","2.79700"
"2019-10-21","6 months","2.84100"
"2019-10-22","1 day","2.79900"
"2019-10-22","14 days","2.84000"
"2019-10-22","30 days","2.75000"
"2019-10-22","9 months","2.95500"
"2019-10-22","1 year","3.05700"
"2019-10-22","6 months","2.85100"
"2019-10-22","7 days","2.78900"
"2019-10-22","90 days","2.79300"
"2019-10-23","14 days","2.89200"
"2019-10-23","9 months","2.96200"
"2019-10-23","1 day","2.65400"
"2019-10-23","90 days","2.80800"
"2019-10-23","7 days","2.69300"
"2019-10-23","6 months","2.86000"
"2019-10-23","30 days","2.76100"
"2019-10-23","1 year","3.06100"
"2019-10-24","1 day","2.44600"
"2019-10-24","9 months","2.96500"
"2019-10-24","1 year","3.06100"
"2019-10-24","7 days","2.66100"
"2019-10-24","90 days","2.82400"
"2019-10-24","14 days","2.89500"
"2019-10-24","30 days","2.76900"
