"Indexcd","Idxinfo01","Idxinfo06","Idxinfo09","Idxinfo11"
"399427","国证德高行专利领先指数","2","3","2015-02-17"
"399428","国证定向增发指数","2","3","2015-02-17"
"399429","新丝路指数","2","3","2015-01-08"
"399431","国证银行行业指数","2","3","2014-12-30"
"399432","国证汽车与汽车零配件行业指数","2","3","2014-12-30"
"399433","国证交通运输行业指数","2","3","2014-12-30"
"399434","国证传媒行业指数","2","3","2014-12-30"
"399435","国证农牧渔产品行业指数","2","3","2014-12-30"
"399436","国证绿色煤炭指数","2","3","2014-12-30"
"399437","国证证券龙头指数","2","3","2014-12-30"
"399438","国证绿色电力指数","2","3","2014-12-30"
"399439","国证石油天然气行业指数","2","3","2014-12-30"
"399440","国证黑色金属行业指数","2","3","2014-12-30"
"399441","国证生物医药指数","2","3","2015-01-20"
"399481","巨潮企业债指数","2","3","2003-02-17"
"399550","央视财经50指数","2","3","2012-06-06"
"399551","央视财经50创新领先指数","2","3","2013-06-06"
"399552","央视财经50成长领先指数","2","3","2013-06-06"
"399553","央视财经50回报领先指数","2","3","2013-06-06"
"399554","央视财经50治理领先指数","2","3","2013-06-06"
"399555","央视财经50责任领先指数","2","3","2013-06-06"
"399556","央视生态产业指数","2","3","2014-06-06"
"399557","央视文化产业指数","2","3","2014-06-06"
"399602","中小板300成长指数(价格)","2","2","2010-05-24"
"399604","中小板300价值指数(价格)","2","2","2010-05-24"
"399606","创业板指数(收益)","2","2","2010-06-01"
"399608","科技100指数(价格)","2","2","2010-10-18"
"399610","深证电子信息传媒产业50指数(价格)","2","2","2010-11-08"
"399611","中小企业板创业板100收益指数","2","2","2011-02-28"
"399612","中小创业企业100指数","2","2","2011-02-28"
"399613","深证能源行业指数","2","2","2011-06-15"
"399614","深证原材料行业指数","2","2","2011-06-15"
"399615","深证工业行业指数","2","2","2011-06-15"
"399616","深证可选消费行业指数","2","2","2011-06-15"
"399617","深证主要消费行业指数","2","2","2011-06-15"
"399618","深证医药卫生行业指数","2","2","2011-06-15"
"399619","深证金融地产行业指数","2","2","2011-06-15"
"399620","深证信息技术行业指数","2","2","2011-06-15"
"399621","深证电信业务行业指数","2","2","2011-06-15"
"399622","深证公用事业行业指数","2","2","2011-06-15"
"399623","中小企业基础市场指数","2","2","2011-07-25"
"399624","中小创业企业400指数","2","2","2011-08-15"
"399625","中小创业企业500指数","2","2","2011-08-15"
"399626","中小创业企业成长指数","2","2","2011-08-15"
"399627","中小创业企业价值指数","2","2","2011-08-15"
"399628","深证700成长指数","2","2","2011-09-01"
"399629","深证700价值指数","2","2","2011-09-01"
"399630","深证1000成长指数","2","2","2011-09-01"
"399631","深证1000价值指数","2","2","2011-09-01"
"399632","深证100等权重指数","2","2","2011-10-28"
"399633","深证300等权重指数","2","2","2011-10-28"
"399634","中小企业100等权重指数","2","2","2011-10-28"
"399635","创业板等权重指数","2","2","2011-10-28"
"399636","深证装备指数","2","2","2011-11-15"
"399637","深证房地产指数","2","2","2011-11-15"
"399638","深证环保指数","2","2","2011-11-15"
"399639","深证大宗商品生产商指数","2","2","2011-11-15"
"399640","创业板基础市场指数","2","2","2012-01-16"
"399641","深证战略性新兴产业指数","2","2","2012-02-01"
"399642","中小企业战略性新兴产业指数","2","2","2012-02-01"
"399643","创业板战略性新兴产业指数","2","2","2012-02-01"
"399644","深证色诺芬投资时钟指数","2","2","2012-03-26"
"399645","深证100低波动率指数","2","2","2012-06-12"
"399646","深证消费50指数","2","2","2012-08-06"
"399647","深证医药50指数","2","2","2012-08-06"
"399648","深证中经矢量GDP100指数","2","2","2012-08-08"
"399649","中小企业红利指数","2","2","2012-08-20"
"399650","中小企业治理指数","2","2","2012-08-20"
"399651","中小企业社会责任指数","2","2","2012-08-20"
"399652","中创高新技术企业指数","2","2","2012-09-17"
"399653","深证行业龙头指数","2","2","2012-09-25"
"399654","深证文化产业指数","2","2","2012-11-09"
"399655","深证绩效指数","2","2","2012-11-19"
"399656","深证100绩效加权指数","2","2","2012-11-19"
"399657","深证300绩效加权指数","2","2","2012-11-19"
"399658","中小100绩效加权指数","2","2","2012-11-19"
"399659","深证成份等权重指数","2","2","2012-11-23"
"399660","中创100等权重指数","2","2","2012-11-23"
"399661","深证300低波动率指数","2","2","2012-12-20"
"399662","深证300高贝塔指数","2","2","2012-12-20"
"399663","中小300低波动率指数","2","2","2012-12-20"
"399664","中小300高贝塔指数","2","2","2012-12-20"
"399665","中创500低波动率指数","2","2","2012-12-20"
"399666","中创500高贝塔指数","2","2","2012-12-20"
"399667","创业板300成长指数","2","2","2013-01-07"
"399668","创业板300价值指数","2","2","2013-01-07"
"399669","深证农业综合企业指数","2","2","2013-06-24"
"399670","深证周期行业50指数","2","2","2013-10-28"
"399671","深证防御行业50指数","2","2","2013-10-28"
"399672","深证红利加权50指数","2","2","2014-04-10"
"399673","创业板50指数","2","2","2014-06-18"
"399674","深A医药卫生指数","2","2","2015-06-08"
"399675","深A软件与互联网指数","2","2","2015-06-08"
"399676","深A医药卫生等权指数","2","2","2015-06-08"
"399677","深A软件与互联网等权指数","2","2","2015-06-08"
"399678","深证次新股指数","2","2","2015-06-18"
"399679","深证200指数","2","2","2015-06-18"
"399680","深成能源行业指数","2","2","2015-08-31"
"399681","深成原材料行业指数","2","2","2015-08-31"
"399682","深成工业行业指数","2","2","2015-08-31"
"399683","深成可选消费行业指数","2","2","2015-08-31"
"399684","深成主要消费行业指数","2","2","2015-08-31"
"399685","深成医药卫生行业指数","2","2","2015-08-31"
"399686","深成金融地产行业指数","2","2","2015-08-31"
"399687","深成信息技术行业指数","2","2","2015-08-31"
"399688","深成电信业务行业指数","2","2","2015-08-31"
"399689","深成公用事业行业指数","2","2","2015-08-31"
"399690","中小企业专利领先指数","2","2","2016-05-23"
"399691","深证创业板专利领先指数","2","2","2016-05-23"
"399692","创业300低波动率指数","2","2","2016-12-20"
"399693","深证安防产业指数","2","2","2016-06-20"
"399694","创业300高贝塔指数","2","2","2016-12-20"
"399695","深证节能环保指数","2","2","2017-04-28"
"399696","深证创业投资指数","2","2","2016-10-21"
"399697","深证中关村民企60指数","2","2","2017-01-10"
"399698","深证优势成长指数(价格)","2","2","2017-06-15"
"399699","香蜜湖金融科技指数(价格)","2","2","2017-06-09"
"399701","深证基本面60指数","2","2","2010-05-10"
"399702","深证基本面120指数","2","2","2010-05-10"
"399703","深证基本面200指数","2","2","2010-05-10"
"399704","深证上游产业指数","2","2","2011-10-18"
"399705","深证中游产业指数","2","2","2011-10-18"
"399706","深证下游产业指数","2","2","2011-10-18"
"399707","中证申万证券行业指数","2","3","2015-04-16"
"399802","中证500深市指数","2","2","2012-09-05"
"399803","中证工业4.0指数","2","3","2015-03-10"
"399804","中证体育产业指数","2","3","2015-02-09"
"399805","中证互联网金融指数","2","3","2015-02-10"
"399806","中证环境治理指数","2","3","2014-07-21"
"399807","中证高铁产业指数","2","3","2015-01-20"
"399808","中证新能源指数","2","3","2015-02-10"
"399809","中证方正富邦保险主题指数","2","3","2015-02-13"
"399810","中证申万传媒行业投资指数","2","3","2015-08-03"
"399811","中证申万电子行业投资指数","2","3","2015-08-03"
"399812","中证养老产业指数","2","3","2014-06-06"
"399813","中证国防安全指数","2","3","2015-01-29"
"399814","中证大农业指数","2","3","2014-07-22"
"399817","中证阿拉善生态主题100指数","2","3","2015-10-21"
"399901","中证南方小康产业指数","2","1","2006-01-09"
"399902","中证流通指数","2","3","2006-02-27"
"399903","中证100指数","2","3","2006-05-29"
"399904","中证中盘200指数","2","3","2007-01-15"
"399905","中证小盘500指数","2","3","2007-01-15"
"399906","中证800指数","2","3","2007-01-15"
"399907","中证中小盘700指数","2","3","2007-01-15"
"399908","沪深300能源指数","2","3","2007-07-02"
"399909","沪深300原材料指数","2","3","2007-07-02"
"399910","沪深300工业指数","2","3","2007-07-02"
"399911","沪深300可选消费指数","2","3","2007-07-02"
"399912","沪深300主要消费指数","2","3","2007-07-02"
"399913","沪深300医药卫生指数","2","3","2007-07-02"
"399914","沪深300金融地产指数","2","3","2007-07-02"
"399915","沪深300信息技术指数","2","3","2007-07-02"
"399916","沪深300电信业务指数","2","3","2007-07-02"
"399917","沪深300公用事业指数","2","3","2007-07-02"
"399918","沪深300成长指数","2","3","2008-01-21"
"399919","沪深300价值指数","2","3","2008-01-21"
"399920","沪深300相对成长指数","2","3","2008-01-21"
"399921","沪深300相对价值指数","2","3","2008-01-21"
"399922","中证红利指数","2","3","2008-05-26"
"399923","中证公司债指数","2","3","2008-11-19"
"399924","中证分离债指数","2","3","2008-11-19"
"399925","中证锐联基本面50指数","2","3","2009-02-26"
"399926","中证中央企业综合指数","2","3","2009-03-30"
"399927","中证中央企业100指数","2","3","2009-03-30"
"399928","中证能源指数","2","3","2009-07-03"
"399929","中证原材料指数","2","3","2009-07-03"
"399930","中证工业指数","2","3","2009-07-03"
"399931","中证可选消费指数","2","3","2009-07-03"
"399932","中证主要消费指数","2","3","2009-07-03"
"399933","中证医药卫生指数","2","3","2009-07-03"
"399934","中证金融地产指数","2","3","2009-07-03"
"399935","中证信息技术指数","2","3","2009-07-03"
"399936","中证电信业务指数","2","3","2009-07-03"
"399937","中证公用事业指数","2","3","2009-07-03"
"399938","中证民营企业综合指数","2","3","2009-08-25"
"399939","中证民营企业200指数","2","3","2009-08-25"
"399940","中证财富大盘指数","2","3","2009-09-25"
"399941","中证内地新能源主题指数","2","3","2009-10-28"
"399942","中证内地消费主题指数","2","3","2009-10-28"
"399943","中证内地基建主题指数","2","3","2009-10-28"
"399944","中证内地资源主题指数","2","3","2009-10-28"
"399945","中证内地运输主题指数","2","3","2009-10-28"
"399946","中证内地金融主题指数","2","3","2009-10-28"
"399947","中证内地银行主题指数","2","3","2009-10-28"
"399948","中证内地地产主题指数","2","3","2009-10-28"
"399949","中证内地农业主题指数","2","3","2009-10-28"
"399950","沪深300基建主题指数","2","3","2009-10-28"
"399951","沪深300银行指数","2","3","2009-10-28"
"399952","沪深300地产指数","2","3","2009-10-28"
"399953","中证地方国有企业综合指数","2","3","2010-02-09"
"399954","中证地方国有企业100指数","2","3","2010-02-09"
"399955","中证国有企业综合指数","2","3","2010-02-09"
"399956","中证国有企业200指数","2","3","2010-02-09"
"399957","沪深300运输指数","2","3","2010-03-17"
"399958","中证创业成长指数","2","3","2010-03-24"
"399959","中证中航军工主题指数","2","3","2011-08-30"
"399960","中证龙头企业指数","2","3","2010-02-09"
"399961","中证上游资源产业指数","2","3","2010-04-16"
"399962","中证中游制造产业指数","2","3","2010-04-16"
"399963","中证下游消费与服务产业指数","2","3","2010-04-16"
"399964","中证新兴产业指数","2","3","2010-04-30"
"399965","中证800地产指数(二级)","2","3","2014-04-04"
"399966","中证800证券保险指数","2","3","2014-04-04"
"399967","中证军工指数","2","3","2014-04-04"
"399968","沪深300周期行业指数","2","3","2010-05-28"
"399969","沪深300非周期行业指数","2","3","2010-05-28"
"399970","中证移动互联网指数","2","3","2014-05-05"
"399971","中证传媒指数","2","3","2014-04-15"
"399972","沪深300深市指数","2","2","2012-06-21"
"399973","中证国防指数","2","3","2014-04-15"
"399974","中证国有企业改革指数","2","3","2014-08-07"
"399975","中证全指证券公司指数(四级行业)","2","3","2013-07-15"
"399976","中证新能源汽车指数","2","3","2014-11-28"
"399977","中证内地低碳经济主题指数","2","3","2011-01-21"
"399978","中证医药100指数","2","3","2011-03-18"
"399979","中证大宗商品股票指数","2","3","2011-08-22"
"399980","中证超级大盘指数","2","3","2011-05-10"
"399981","沪深300行业分层等权重指数","2","3","2011-06-13"
"399982","中证500等权重指数","2","3","2011-06-13"
"399983","沪深300地产等权重指数","2","3","2013-11-22"
"399984","沪深300等权重指数","2","3","2011-08-02"
"399985","中证全指指数","2","3","2011-08-02"
"399986","中证银行指数","2","3","2013-07-15"
"399987","中证酒指数","2","3","2014-12-10"
"399989","中证医疗指数","2","3","2014-10-31"
"399990","中证煤炭等权指数","2","3","2015-01-21"
"399991","中证一带一路主题指数","2","3","2015-02-16"
"399992","中证万得并购重组指数","2","3","2015-05-08"
"399993","中证万得生物科技指数","2","3","2015-05-08"
"399994","中证信息安全主题指数","2","3","2015-03-12"
"399995","中证基建工程指数","2","3","2015-03-12"
"399996","中证智能家居指数","2","3","2014-09-17"
"399997","中证白酒指数","2","3","2015-01-21"
"399998","中证煤炭指数","2","3","2015-02-13"
"3KTB","3年期韩国国债","","","9999-12-31"
